Unnamed: 0,TARGET.52.PADYCE.01A.01R,TARGET.52.PARTKH.01A.01R,TARGET.20.PASGCE.09A.01R,TARGET.52.PASILR.01A.01R,TARGET.20.PASHHH.09A.01R,TARGET.21.PARHRS.09A.02R,TARGET.20.PARYXV.09A.01R,TARGET.52.PAWFWK.01A.01R,TARGET.52.PASAMZ.01A.01R,TARGET.20.PAECCE.04A.01R,TARGET.52.PADWRZ.01A.01R,TARGET.20.PASIEP.09A.01R,TARGET.20.PASEYM.09A.01R,TARGET.20.PASFYF.03A.01R,TARGET.20.PAPVKG.09A.01R,TARGET.52.PASXGF.01A.01R,TARGET.20.PARFIW.03A.01R,TARGET.52.PASNED.01A.01R,TARGET.52.PAKLYZ.01A.01R,TARGET.52.PASGCL.01A.02R,TARGET.20.PASELF.09A.01R,TARGET.20.PARXEC.09A.01R,TARGET.20.PARCVP.09A.01R,TARGET.52.PAVITI.01A.01R,TARGET.52.PARZRH.01A.02R,TARGET.52.PARGRN.01A.01R,TARGET.52.PAKTCT.01A.01R,TARGET.52.PAREWI.01A.02R,TARGET.20.PASFZN.09A.01R,TARGET.52.PAJPHJ.01A.01R,TARGET.52.PAEHIP.01A.01R,TARGET.52.PAWFBL.01A.01R,TARGET.20.PASFIT.09A.01R,TARGET.52.PAKPEW.01A.01R,TARGET.52.PAJLRA.01A.01R,TARGET.52.PAJMBW.01A.01R,TARGET.20.PASAFM.09A.01R,TARGET.52.NAAELV.50B.01R,TARGET.20.PASYJI.09A.03R,TARGET.20.PARGDB.04A.02R,TARGET.21.PARXYR.41A.02R,TARGET.52.PAVCKS.01A.01R,TARGET.52.PARKKN.01A.01R,TARGET.52.PASGGN.01A.01R,TARGET.52.PAVDPR.01A.01R,TARGET.52.PAVVIT.01A.01R,TARGET.52.PATYUA.01A.01R,TARGET.21.PARZIA.09A.01R,TARGET.20.PASBHI.09A.01R,TCGA.AB.2845.03B.01T.0748.13,TCGA.AB.2888.03B.01T.0748.13,TCGA.AB.2990.03B.01T.0748.13,TCGA.AB.2803.03A.01T.0734.13,TCGA.AB.2853.03A.01T.0734.13,TCGA.AB.2826.03A.01T.0734.13,TCGA.AB.2963.03A.01T.0734.13,TCGA.AB.2818.03A.01T.0734.13,TCGA.AB.2822.03A.01T.0734.13,TCGA.AB.2806.03A.01T.0734.13,TCGA.AB.2833.03A.01T.0734.13,TCGA.AB.2834.03A.01T.0734.13,TCGA.AB.2964.03A.01T.0734.13,TCGA.AB.2839.03A.01T.0734.13,TCGA.AB.2913.03A.01T.0734.13,TCGA.AB.2904.03A.01T.0734.13,TCGA.AB.2912.03A.01T.0734.13,TCGA.AB.2917.03A.01T.0734.13,TCGA.AB.2971.03A.01T.0734.13,TCGA.AB.2916.03A.01T.0734.13,TCGA.AB.2973.03A.01T.0734.13,TCGA.AB.2957.03A.01T.0734.13,TCGA.AB.2933.03A.01T.0734.13,TCGA.AB.2977.03A.01T.0734.13,TCGA.AB.2972.03A.01T.0734.13,TCGA.AB.2942.03A.01T.0734.13,TCGA.AB.2893.03A.01T.0734.13,TCGA.AB.2878.03A.01T.0734.13,TCGA.AB.2983.03A.01T.0734.13,TCGA.AB.2985.03A.01T.0734.13,TCGA.AB.2894.03A.01T.0734.13,TCGA.AB.2984.03A.01T.0734.13,TCGA.AB.2991.03A.01T.0735.13,TCGA.AB.2937.03A.01T.0734.13,TCGA.AB.2929.03A.01T.0735.13,TCGA.AB.2997.03A.01T.0735.13,TCGA.AB.2950.03A.01T.0735.13,TCGA.AB.2996.03A.01T.0735.13,TCGA.AB.2870.03A.01T.0735.13,TCGA.AB.2880.03A.01T.0735.13,TCGA.AB.2925.03A.01T.0735.13,TCGA.AB.2891.03A.01T.0735.13,TCGA.AB.2869.03A.01T.0735.13,TCGA.AB.2897.03A.01T.0735.13,TCGA.AB.2900.03A.01T.0735.13,TCGA.AB.2881.03A.01T.0735.13,TCGA.AB.2871.03A.01T.0735.13,TCGA.AB.2901.03A.01T.0735.13,TCGA.AB.2873.03A.01T.0735.13,TCGA.AB.2886.03A.01T.0735.13,TCGA.AB.3012.03A.01T.0736.13
hsa-mir-4781,5,1,8,2,7,0,19,2,1,0,6,9,4,2,2,1,3,1,3,3,6,3,3,4,4,4,4,2,10,1,6,3,3,1,4,0,12,5,7,6,1,7,6,0,3,8,1,6,2,1,0,0,1,0,1,1,0,2,0,0,3,1,0,0,4,0,3,1,0,0,0,0,0,0,1,2,0,0,1,0,2,2,1,1,0,1,0,1,2,0,0,0,1,0,2,0,0,1,1,5
hsa-mir-4782,1,2,6,0,0,0,1,1,1,0,2,2,2,2,0,0,1,0,0,0,0,2,4,1,0,0,1,3,0,0,2,1,0,1,1,0,2,4,2,1,3,1,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,2,0,0,0,0,1,1,1,0,0,0,0
hsa-mir-4783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-4784,2,3,3,0,4,4,1,0,2,5,7,4,5,2,2,0,2,2,3,1,6,4,0,0,3,4,0,5,1,0,1,1,0,1,4,5,5,18,6,11,4,1,0,1,1,2,3,6,0,0,2,1,1,0,2,1,1,0,0,1,0,2,5,0,3,0,1,0,0,0,2,0,0,0,2,0,0,0,0,3,0,1,0,1,2,1,3,0,2,0,406,0,0,116,0,1,1,0,1,1
hsa-mir-4785,0,0,0,0,1,0,1,0,0,2,4,2,4,2,0,0,0,0,2,0,1,2,0,0,2,0,0,0,1,0,0,2,1,0,0,0,0,3,2,0,2,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
hsa-mir-4786,11,5,15,4,1,5,15,4,3,3,0,41,16,6,3,2,0,4,6,4,3,3,2,16,13,11,5,2,3,3,2,7,2,2,6,15,3,73,9,4,5,5,1,0,2,18,5,10,1,1,1,0,3,1,1,1,1,0,0,1,1,1,1,0,1,2,0,1,1,0,0,1,2,0,0,3,0,1,0,1,1,3,0,0,1,1,0,0,0,2,0,0,2,1,1,1,0,1,2,0
hsa-mir-4787,1,0,14,5,1,2,0,14,0,16,8,5,12,12,5,3,3,35,55,1,1,6,1,17,12,7,3,2,0,10,6,12,0,20,6,13,4,74,0,7,0,0,2,3,13,28,5,0,1,0,0,1,0,2,1,1,0,0,1,0,1,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,4,1,0,0,6,0,2,0
hsa-mir-4788,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-4789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-4790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-4791,5,2,7,0,3,1,19,3,3,0,7,15,8,6,3,1,2,12,9,2,12,11,3,5,3,4,4,3,9,2,4,1,8,3,0,3,12,37,29,11,4,3,1,3,0,7,2,6,6,2,1,2,0,8,2,5,2,1,1,2,4,4,7,5,1,3,7,2,5,9,2,9,12,3,2,2,6,7,2,1,5,0,5,2,4,3,2,5,2,3,1,0,0,0,1,0,0,0,3,1
hsa-mir-4792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-4793,2,1,0,0,0,0,1,1,3,1,0,0,0,0,0,1,0,5,5,0,0,1,0,2,1,1,4,0,0,1,1,1,0,1,0,3,0,7,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-4794,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hsa-mir-4795,0,0,2,0,2,0,4,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,1,1,0,0,1,2,1,0,0,3,1,1,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-4796,3,1,3,0,2,0,4,1,2,0,1,1,2,1,1,1,0,0,1,1,3,0,1,0,1,0,0,4,2,3,0,0,1,3,2,0,1,0,0,1,2,2,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0
hsa-mir-4797,1,5,5,0,5,1,24,8,5,0,5,3,10,4,2,3,0,6,5,4,3,3,0,5,10,3,5,6,9,7,5,4,7,7,7,2,4,135,5,5,3,4,2,2,2,7,1,4,1,1,0,0,1,0,3,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,2,0,1,0,1,0,1,1,1,1,0,0,2,0,0,1,0,2,0,0,1,1,0,0,1,1,0,0,2
hsa-mir-4798,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-4799,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-4800,0,1,0,0,0,3,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,3,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
hsa-mir-4801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-4802,2,2,2,1,1,0,0,0,0,0,0,2,10,1,0,2,0,1,0,2,0,9,0,0,1,1,0,4,1,0,1,1,0,2,1,5,0,3,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
hsa-mir-4803,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-4804,0,0,3,1,0,0,1,1,1,0,2,1,0,0,0,1,0,1,2,0,3,0,0,0,1,2,0,1,0,1,0,0,0,0,0,1,1,0,3,5,1,0,1,0,0,1,0,3,0,0,0,1,1,2,2,1,1,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
hsa-mir-483,406,391,13,1081,2,1,4,2352,115,9,712,5,0,0,0,199,1,8,11,23,0,0,21,4837,14,3293,24,709,1,523,1470,328,1,14,323,5812,1,4,5,2,8,216,2651,1639,973,183,32,10,0,1,0,1,1,0,1,0,1,0,0,0,4,3,0,0,1,2,0,0,0,0,0,0,1,0,1,1,2,7,3,0,1,0,0,0,1,1,2,0,0,0,2,1,0,0,2,0,0,1,0,3
hsa-mir-484,690,541,2467,175,1264,132,1375,615,485,961,520,1327,1890,2097,945,445,794,1141,1469,305,1077,1415,1137,771,1324,748,361,285,418,282,471,677,420,926,539,1158,1052,2893,1486,4153,987,964,901,351,282,1172,315,1206,466,413,320,259,112,210,342,362,308,150,356,441,662,348,183,106,99,353,149,299,243,226,296,230,182,339,266,751,209,265,408,280,419,388,371,314,270,224,208,523,681,245,474,162,193,111,374,305,565,550,536,327
hsa-mir-485,152,272,0,90,9,1,0,444,148,6,87,0,2,0,0,123,4,832,804,127,2,0,2,362,21,951,275,279,0,201,299,770,0,50,261,372,0,1,1,18,3,13,114,50,913,390,134,4,0,3,3,0,46,0,1,0,4,0,0,1,0,3,1,0,1,0,3,0,1,1,0,0,0,3,0,1,29,1,0,2,0,175,0,25,17,0,0,2,1,0,1,0,92,1,1,13,0,4,0,261
hsa-mir-486-1,323,112,75318,522,1852,4481,10577,1634,948,1460,1375,3141,12473,753,608,142,2188,2416,2951,4603,7988,259,2409,158,633,911,696,867,10518,3468,376,90,2665,345,10140,1822,12335,88,1852,1015,1685,161,196,1617,362,4757,705,6770,6087,90,64,63,38,9,87,30,54,53,46,77,176,372,53,41,311,18,193,149,497,76,20,126,253,691,26,183,573,126,149,189,47,293,95,933,369,48,264,15,31,20,57,317,34,50,64,454,49,187,50,60
hsa-mir-486-2,291,133,74966,515,1762,4446,10567,1666,949,1349,1414,3041,12546,725,611,139,2065,2377,2924,4612,8120,265,2487,125,599,925,676,847,10517,3441,379,82,2529,361,10072,1700,11901,90,1837,1003,1682,154,204,1542,370,4693,627,6720,6008,82,85,44,30,8,85,36,60,67,40,73,185,371,47,26,309,10,182,167,493,91,10,111,236,607,33,172,551,122,144,231,51,310,112,938,360,37,254,12,28,21,50,307,37,40,58,437,45,213,43,44
hsa-mir-487a,63,153,0,11,0,0,0,135,68,1,26,0,0,0,0,53,3,148,155,27,0,0,2,105,7,571,81,172,0,50,92,310,0,11,86,255,0,0,0,0,0,2,39,13,257,17,123,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,30,0,5,5,0,1,0,1,0,0,0,22,0,0,1,1,0,0,37
hsa-mir-487b,160,415,0,53,1,1,0,597,199,1,81,0,0,2,2,154,16,953,1234,152,0,0,0,345,19,2280,284,562,0,213,328,779,3,62,346,641,1,2,1,24,5,19,288,51,1286,93,235,5,1,1,1,0,128,1,2,1,1,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,25,1,2,4,0,245,0,14,65,1,3,1,1,1,0,4,196,1,1,6,0,3,1,244
hsa-mir-488,0,0,0,62,0,0,0,0,0,0,8,0,0,0,0,2,0,47,286,0,0,0,0,0,0,0,0,5,0,15,1,0,0,1,0,2,0,0,0,0,0,0,2,0,137,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-489,0,4,0,0,0,0,0,123,6,0,1,0,0,0,0,4,0,0,0,1,0,0,0,1,10,0,0,0,0,531,1,5,0,17,0,2,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-490,8,19,0,0,2,0,0,14,3,1,18,0,1,0,0,3,11,23,1289,3,0,0,0,0,16,2,1,9,1,79,2,1,1,278,346,5,0,1,0,0,27,5,84,3,1,5,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0
hsa-mir-491,10,18,26,11,37,7,45,21,35,22,27,34,31,64,21,10,24,79,99,22,25,37,42,15,153,56,39,22,7,20,35,25,6,18,45,7,21,106,39,174,21,28,30,8,12,121,86,51,6,9,4,7,8,16,28,9,10,9,27,13,14,14,14,3,37,10,5,9,6,4,3,6,10,22,13,14,22,9,7,12,34,24,10,14,6,6,19,19,16,8,12,6,27,2,8,14,7,13,11,33
hsa-mir-492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-493,245,1425,0,204,5,0,0,1644,576,2,288,0,1,2,0,198,24,348,301,157,2,1,0,609,56,5435,1850,2131,0,460,494,3186,1,134,370,757,3,4,1,48,11,48,341,155,2823,275,678,5,2,2,4,0,213,0,0,0,4,0,0,0,0,0,0,0,1,0,9,0,2,0,0,0,0,4,2,3,74,1,0,3,0,545,1,25,75,0,5,1,3,0,0,0,429,0,2,6,3,4,4,924
hsa-mir-494,65,167,0,39,4,0,0,125,62,0,42,0,0,0,0,152,9,204,116,105,0,0,0,189,12,593,85,198,1,115,85,194,0,17,148,339,0,2,1,14,3,5,57,23,223,33,207,1,0,1,3,1,34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,11,0,0,2,0,85,0,6,19,0,0,0,0,0,0,0,98,0,1,1,0,1,1,198
hsa-mir-495,284,600,0,152,7,0,0,1039,373,1,222,1,2,2,2,279,12,1375,1334,326,1,1,1,607,55,2622,785,660,1,363,635,1442,1,86,433,944,2,1,0,78,6,29,178,164,2510,417,618,5,2,0,3,0,195,0,1,2,4,1,0,0,0,0,0,0,0,2,4,0,2,0,0,1,0,0,1,0,43,1,1,3,0,402,1,37,77,0,1,0,2,0,0,2,298,0,0,15,1,3,3,592
hsa-mir-496,115,415,0,59,2,0,0,306,198,1,50,0,0,2,0,93,4,439,257,132,2,0,2,215,11,1980,176,770,1,145,324,732,0,25,178,398,1,4,1,2,2,9,169,35,933,69,190,1,2,2,1,0,42,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,2,0,1,8,0,0,1,0,44,0,3,4,0,0,0,0,0,0,0,29,0,0,0,0,2,1,60
hsa-mir-497,575,125,3,66,42,0,2,60,101,3,709,15,2,9,17,448,10,1999,52,421,10,2,13,284,1609,408,51,156,4,993,42,165,7,332,243,173,0,141,12,38,6,1488,277,69,34,1997,90,19,5,2,0,0,4,1,0,1,6,0,2,2,8,4,1,0,1,3,1,1,1,4,2,2,0,1,3,2,5,8,0,1,2,76,3,4,1,7,1,2,2,1,2,1,9,0,9,1,1,6,3,24
hsa-mir-498,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-4999,6,1,24,4,29,0,33,2,3,0,4,19,12,1,4,2,0,19,4,0,12,11,6,7,0,2,3,5,14,7,2,0,6,0,3,4,27,31,15,15,10,2,20,0,3,14,3,49,13,2,1,0,4,1,1,1,9,4,1,0,5,1,1,1,2,1,3,2,0,3,0,0,0,0,1,0,5,2,1,2,2,1,0,3,3,0,0,2,3,0,1,1,0,1,1,0,2,4,3,3
hsa-mir-499a,1,1,2,0,0,0,3,4,2,0,0,0,1,0,0,3,0,2,2,3,0,1,1,1,7,1,2,0,1,2,3,3,1,5,4,3,3,2,8,2,1,2,4,1,0,8,3,10,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,2,0,0,1,0,0,0,1,1,0,1,0,0,2,0,0,1,3,1,0,1,1,0,0,0,0,0,1,1,3,2,0,0
hsa-mir-499b,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-5000,22,5,63,11,22,1,33,18,16,0,9,32,43,25,26,8,9,37,17,7,10,6,23,13,27,42,17,7,34,23,14,22,26,14,12,19,28,157,13,61,7,19,17,7,4,21,3,38,26,8,1,8,5,3,9,8,6,0,19,3,4,5,2,4,1,4,2,10,0,5,1,4,3,2,2,15,4,3,6,4,9,6,5,1,0,0,3,5,9,0,0,2,3,3,2,3,1,6,13,3
hsa-mir-5001,8,12,35,1,8,3,14,3,9,13,9,17,17,16,13,1,5,19,18,2,6,3,6,6,18,21,5,16,8,10,9,8,6,9,6,11,6,113,5,15,10,3,16,6,4,6,6,7,6,1,1,1,0,2,6,2,2,2,3,3,1,2,0,2,0,1,1,1,0,0,2,1,2,2,0,7,2,1,2,1,2,0,2,1,3,2,0,1,3,0,1,1,1,1,1,1,3,1,3,0
hsa-mir-5002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,40,0,0,0,0,3,0,0,0,1,0,0,2,1,0,3,0,2,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-5003,0,0,10,2,0,1,2,0,0,7,1,0,3,4,2,0,0,0,2,0,0,2,6,0,1,2,0,0,1,0,3,0,0,1,0,2,1,0,2,19,3,0,0,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,2,1,2,0,1,0,0,2,0,1,0,0,0,0,2,2,1,1,1,0,0,1,0,0,0,3,0,0,1,0,1,1,0,0,0,0,0,0,0
hsa-mir-5004,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-5006,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-5007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-5008,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,15,0,2,0,2,0,1,0,1,1,4,0,5,1,0,0,1,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-5009,1,0,7,0,1,0,1,1,0,0,0,0,2,0,0,0,1,0,2,1,4,0,1,0,3,1,1,0,0,0,2,0,1,1,1,1,1,1,3,0,1,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
hsa-mir-500a,2619,4399,8846,2376,1205,97,2419,7302,2057,1123,4270,1516,5149,462,74,3458,686,5683,3537,1546,250,3311,407,6782,6924,3436,1238,3424,539,2015,3621,1986,354,4833,3691,4185,679,25345,484,6310,956,2189,3289,2494,1167,4216,2111,635,173,287,575,243,44,146,821,228,522,64,44,406,1521,248,69,34,132,449,122,613,216,150,248,551,241,229,88,1594,197,536,1384,325,253,131,136,374,153,184,671,394,633,299,439,174,29,96,98,153,278,838,85,117
hsa-mir-500b,57,159,167,60,27,3,81,248,49,12,95,46,112,9,0,137,28,119,82,59,11,50,11,324,214,73,69,92,11,80,42,133,2,157,152,134,10,199,9,108,23,93,114,74,50,145,59,35,0,4,4,3,1,9,25,13,21,5,2,3,39,7,4,2,9,18,8,19,4,8,9,21,5,7,0,16,2,19,20,13,15,5,0,12,8,5,11,6,12,8,6,14,0,5,1,10,4,22,1,3
